Year,Country,crime_index,foreign_investment,gepu,cpi_score,log_fdi,crime_index_std,cpi_score_std,gepu_std,foreign_investment_std,fdi_lag1,crime_lag1,cpi_lag1,fdi_change,crime_change,is_oecd,is_brics,development_level,time_trend,years_since_2012,crime_corruption_int,gepu_corruption_int,crime_corruption_ratio
2020,Germany,38.4,176781024357.228,131.50759887695312,80.0,25.89817765309364,-0.5191760290259047,1.0191713375886473,-0.44234644867394063,1.2641197188987607,75463438450.8916,38.4,80.0,134.26049486503265,0.0,1,0,Advanced,9,8,3072.0,10520.60791015625,1.92
2021,Germany,38.4,127609826748.268,210.23208618164065,80.0,25.57224321702558,-0.5191760290259047,1.0191713375886473,0.18216860442754423,0.7097023527111642,176781024357.228,38.4,80.0,-27.814748663068002,0.0,1,0,Advanced,10,9,3072.0,16818.566894531254,1.92
2022,Germany,38.4,87215414562.4594,478.20452880859375,79.0,25.191646924744195,-0.5191760290259047,0.9685023080210298,2.307972531091433,0.2542454042989239,127609826748.268,38.4,80.0,-31.65462505132417,0.0,1,0,Advanced,11,10,3033.6,37778.157775878906,1.8285714285714285
2023,Germany,38.4,77438957875.1405,520.1256713867188,78.0,25.072755822633333,-0.5191760290259047,0.9178332784534123,2.6405295978898065,0.14401344675468097,87215414562.4594,38.4,79.0,-11.209551357825031,0.0,1,0,Advanced,12,11,2995.2,40569.80236816406,1.7454545454545454
2024,Germany,38.4,47599143488.7827,729.8969116210938,75.0,24.586080604088757,-0.5191760290259047,0.7658261897505602,4.304628047043308,-0.19243781138178234,77438957875.1405,38.4,78.0,-38.533336714667996,0.0,1,0,Advanced,13,12,2880.0,54742.26837158203,1.536
2025,Germany,38.4,,1009.0558471679688,77.0,,-0.5191760290259047,0.867164248885795,6.519173526165531,,47599143488.7827,38.4,75.0,,0.0,1,0,Advanced,14,13,2956.7999999999997,77697.3002319336,1.6695652173913043
2012,Greece,46.2,1662090329.838,103.23512223365329,36.0,21.231341881985788,0.18144214163189082,-1.2102659633865185,-0.6666297416710047,-0.7103894021756761,,,,,,1,0,Other,1,0,1663.2,3716.4644004115185,0.721875
2013,Greece,46.2,2945271844.68568,86.26991876149066,40.0,21.803466956983694,0.18144214163189082,-1.007589845116049,-0.8012133421495852,-0.6959212144886464,1662090329.838,46.2,36.0,77.20287470613879,0.0,1,0,Other,2,1,1848.0,3450.7967504596263,0.77
2014,Greece,46.2,2697339246.05447,116.14199285275856,43.0,21.715531659643116,0.18144214163189082,-0.8555827564131968,-0.5642405707022842,-0.6987167156155115,2945271844.68568,46.2,40.0,-8.417986919562914,0.0,1,0,Other,3,2,1986.6000000000001,4994.105692668618,0.8105263157894738
2015,Greece,46.2,1268938505.86333,163.42303197364623,46.0,20.961446565767957,0.18144214163189082,-0.7035756677103445,-0.18916387387994277,-0.7148222858425195,2697339246.05447,46.2,43.0,-52.955917290735,0.0,1,0,Other,4,3,2125.2000000000003,7517.459470787727,0.8555555555555556
2016,Greece,46.2,2698544612.16074,106.51759321634069,44.0,21.715978432093372,0.18144214163189082,-0.8049137268455794,-0.6405901622435368,-0.6987031248157258,1268938505.86333,46.2,46.0,112.66157498505169,0.0,1,0,Other,5,4,2032.8000000000002,4686.77410151899,0.8250000000000001
2017,Greece,46.2,3439131879.75516,134.5876787740653,48.0,21.95848491594715,0.18144214163189082,-0.6022376085751098,-0.4179124215197582,-0.6903528209326057,2698544612.16074,46.2,44.0,27.4439512416075,0.0,1,0,Other,6,5,2217.6000000000004,6460.208581155134,0.8884615384615385
2018,Greece,46.2,4025447788.57702,77.42102553198542,45.0,22.11590199344929,0.18144214163189082,-0.754244697277962,-0.8714109034715853,-0.6837419646238371,3439131879.75516,46.2,48.0,17.048369452572487,0.0,1,0,Other,7,6,2079.0,3483.946148939344,0.8400000000000001
2019,Greece,46.2,4999635989.53692,115.79874619585124,48.0,22.332630944637696,0.18144214163189082,-0.6022376085751098,-0.5669635189424643,-0.6727577526702766,4025447788.57702,46.2,45.0,24.200741187709475,0.0,1,0,Other,8,7,2217.6000000000004,5558.33981740086,0.8884615384615385
2020,Greece,46.2,3303648833.22836,67.1252441687311,50.0,21.91829340161395,0.18144214163189082,-0.5008995494398749,-0.9530865124839186,-0.6918804256579535,4999635989.53692,46.2,48.0,-33.922212734244404,0.0,1,0,Other,9,8,2310.0,3356.262208436555,0.924
2021,Greece,46.2,6132475888.35529,53.63250324460932,49.0,22.53686440230856,0.18144214163189082,-0.5515685790074923,-1.0601233456626435,-0.6599847037400903,3303648833.22836,46.2,50.0,85.62735320638093,0.0,1,0,Other,10,9,2263.8,2627.9926589858565,0.9058823529411765
2022,Greece,46.2,8057970156.10279,37.78620818452351,52.0,22.809927520072918,0.18144214163189082,-0.3995614903046401,-1.185830735316511,-0.638274281532693,6132475888.35529,46.2,49.0,31.398317788802753,0.0,1,0,Other,11,10,2402.4,1964.8828255952226,0.9625
2023,Greece,46.2,4722066764.49033,86.95958998134046,49.0,22.2755124145378,0.18144214163189082,-0.5515685790074923,-0.795742235595152,-0.675887414060851,8057970156.10279,46.2,52.0,-41.398805493043156,0.0,1,0,Other,12,11,2263.8,4261.019909085682,0.9058823529411765
2024,Greece,46.2,6742277267.34835,100.9803115682449,49.0,22.631663578298053,0.18144214163189082,-0.5515685790074923,-0.6845169741021452,-0.6531090429695808,4722066764.49033,46.2,49.0,42.78233671005853,0.0,1,0,Other,13,12,2263.8,4948.035266844,0.9058823529411765
2025,Greece,46.2,,84.80376760005542,50.0,,0.18144214163189082,-0.5008995494398749,-0.8128442018958639,,6742277267.34835,46.2,49.0,,0.0,1,0,Other,14,13,2310.0,4240.188380002771,0.924
2012,India,44.2,23995685014.2141,183.1171112060547,36.0,23.90113986005559,0.0017964568478407812,-1.2102659633865185,-0.032932320538596634,-0.4585726203091139,,,,,,0,1,Emerging,1,0,1591.2,6592.216003417969,0.690625
2013,India,44.2,28153031270.3202,133.1490020751953,36.0,24.06092086851698,0.0017964568478407812,-1.2102659633865185,-0.4293253285548118,-0.4116975171243134,23995685014.2141,44.2,36.0,17.32539101777446,0.0,0,1,Emerging,2,1,1591.2,4793.364074707031,0.690625
2014,India,44.2,34576643694.1382,95.17993927001952,38.0,24.266444253327858,0.0017964568478407812,-1.1089279042512838,-0.7305308630184966,-0.339269704612093,28153031270.3202,44.2,36.0,22.81677010954757,0.0,0,1,Emerging,3,2,1679.6000000000001,3616.8376922607417,0.7129032258064517
2015,India,44.2,44009492129.5319,120.23883819580078,38.0,24.50767117781489,0.0017964568478407812,-1.1089279042512838,-0.5317406246936648,-0.23291201475495596,34576643694.1382,44.2,38.0,27.280983425794037,0.0,0,1,Emerging,4,3,1679.6000000000001,4569.07585144043,0.7129032258064517
2016,India,44.2,44458571545.798,70.27962493896484,40.0,24.51782361599191,0.0017964568478407812,-1.007589845116049,-0.9280630624536822,-0.2278485337074668,44009492129.5319,44.2,38.0,1.0204149026403986,0.0,0,1,Emerging,5,4,1768.0,2811.1849975585938,0.7366666666666667
2017,India,44.2,39966091358.7384,84.12655639648438,40.0,24.41129721551438,0.0017964568478407812,-1.007589845116049,-0.8182164641390238,-0.2785023545227988,44458571545.798,44.2,40.0,-10.104868489604456,0.0,0,1,Emerging,6,5,1768.0,3365.062255859375,0.7366666666666667
2018,India,44.2,42117450737.2643,39.42573928833008,41.0,24.463727998573905,0.0017964568478407812,-0.9569208155484316,-1.1728244663726124,-0.2542452475503226,39966091358.7384,44.2,40.0,5.3829616692189,0.0,0,1,Emerging,7,6,1812.2,1616.4553108215332,0.7491525423728814
2019,India,44.2,50610647353.5911,64.73834991455078,41.0,24.647427813111953,0.0017964568478407812,-0.9569208155484316,-0.9720215534468122,-0.1584823634329896,42117450737.2643,44.2,41.0,20.165504957336534,0.0,0,1,Emerging,8,7,1812.2,2654.272346496582,0.7491525423728814
2020,India,44.2,64362364994.3753,48.13543319702149,40.0,24.88779490473442,0.0017964568478407812,-1.007589845116049,-1.103731162114787,-0.0034283593472766377,50610647353.5911,44.2,41.0,27.171590089942676,0.0,0,1,Emerging,9,8,1768.0,1925.4173278808596,0.7366666666666667
2021,India,44.2,44727277562.881,83.66126251220703,40.0,24.523849388753536,0.0017964568478407812,-1.007589845116049,-0.8219076032597223,-0.22481880717010114,64362364994.3753,44.2,40.0,-30.50709437605382,0.0,0,1,Emerging,10,9,1768.0,3346.4505004882812,0.7366666666666667
2022,India,44.2,49940258404.2659,70.02399444580078,40.0,24.634093296079122,0.0017964568478407812,-1.007589845116049,-0.9300909586836676,-0.1660411639845227,44727277562.881,44.2,40.0,11.655037206447671,0.0,0,1,Emerging,11,10,1768.0,2800.9597778320312,0.7366666666666667
2023,India,44.2,28086193530.3979,50.974876403808594,39.0,24.05854395910449,0.0017964568478407812,-1.0582588746836663,-1.0812060865534536,-0.4124511291071727,49940258404.2659,44.2,40.0,-43.76041608947947,0.0,0,1,Emerging,12,11,1723.8000000000002,1988.0201797485352,0.7245901639344263
2024,India,44.2,27139853378.1402,129.90884399414062,38.0,24.024269088911872,0.0017964568478407812,-1.1089279042512838,-0.45502924312227555,-0.4231213474513499,28086193530.3979,44.2,39.0,-3.3694140547506635,0.0,0,1,Emerging,13,12,1679.6000000000001,4936.536071777344,0.7129032258064517
2025,India,44.2,,169.2755889892578,39.0,,0.0017964568478407812,-1.0582588746836663,-0.14273600777980366,,27139853378.1402,44.2,38.0,,0.0,0,1,Emerging,14,13,1723.8000000000002,6601.747970581055,0.7245901639344263
2012,Ireland,49.0,58090414122.9928,165.844667625542,69.0,24.785266497914815,0.4329461003295606,0.46181201234485575,-0.1699532321912533,-0.0741461504945123,,,,,,1,0,Advanced,1,0,3381.0,11443.282066162397,1.5806451612903225
2013,Ireland,49.0,72540330763.7405,180.067956069359,72.0,25.007408530533542,0.4329461003295606,0.613819101047708,-0.05712102404501857,0.08878021931458588,58090414122.9928,49.0,69.0,24.874872832122353,0.0,1,0,Advanced,2,1,3528.0,12964.89283699385,1.75
2014,Ireland,49.0,104903896347.793,66.1005407254142,74.0,25.376310495107795,0.4329461003295606,0.7151571601829427,-0.9612154028359072,0.45368739392203067,72540330763.7405,49.0,72.0,44.614582320362864,0.0,1,0,Advanced,3,2,3626.0,4891.440013680652,1.8846153846153846
2015,Ireland,49.0,226022972770.416,132.510251426158,75.0,26.143902480479362,0.4329461003295606,0.7658261897505602,-0.43439248629898675,1.8193348178332325,104903896347.793,49.0,74.0,115.45717617682283,0.0,1,0,Advanced,4,3,3675.0,9938.26885696185,1.96
2016,Ireland,49.0,79795011377.5093,68.4646973294164,73.0,25.10272682538179,0.4329461003295606,0.6644881306153254,-0.9424607378309217,0.17057853039914245,226022972770.416,49.0,75.0,-64.69606146691935,0.0,1,0,Advanced,5,4,3577.0,4997.922905047397,1.8148148148148149
2017,Ireland,49.0,71124020351.904,162.541603520329,74.0,24.98769095568686,0.4329461003295606,0.7151571601829427,-0.19615617521050718,0.07281097051818539,79795011377.5093,49.0,73.0,-10.866582855139805,0.0,1,0,Advanced,6,5,3626.0,12028.078660504347,1.8846153846153846
2018,Ireland,49.0,80581468516.7593,163.69993158856,73.0,25.112534540876627,0.4329461003295606,0.6644881306153254,-0.18696725141046433,0.17944602838505616,71124020351.904,49.0,74.0,13.297122572742914,0.0,1,0,Advanced,7,6,3577.0,11950.095005964879,1.8148148148148149
2019,Ireland,49.0,31252184929.3129,202.67313163101,74.0,24.165355128422704,0.4329461003295606,0.7151571601829427,0.12220402333972646,-0.3767537961538832,80581468516.7593,49.0,73.0,-61.21665997832605,0.0,1,0,Advanced,8,7,3626.0,14997.81174069474,1.8846153846153846
2020,Ireland,49.0,35288206770.2389,213.93728473817,72.0,24.28681465923763,0.4329461003295606,0.613819101047708,0.2115616478439692,-0.3312466556380691,31252184929.3129,49.0,74.0,12.914366947638346,0.0,1,0,Advanced,9,8,3528.0,15403.484501148241,1.75
2021,Ireland,49.0,77722796051.0396,258.9355486253357,74.0,25.076414436761176,0.4329461003295606,0.7151571601829427,0.5685292715542934,0.14721379211045063,35288206770.2389,49.0,72.0,120.25147539259167,0.0,1,0,Advanced,10,9,3626.0,19161.23059827484,1.8846153846153846
2022,Ireland,49.0,-35575910807.5925,324.0050491033097,77.0,,0.4329461003295606,0.867164248885795,1.0847204077253307,-1.130257038447015,77722796051.0396,49.0,74.0,-145.77281391707814,0.0,1,0,Advanced,11,10,3773.0,24948.388780954847,2.130434782608696
2023,Ireland,49.0,-139972323560.253,269.56233580964226,77.0,,0.4329461003295606,0.867164248885795,0.6528307232362817,-2.3073523099117166,-35575910807.5925,49.0,77.0,293.4469150130108,0.0,1,0,Advanced,12,11,3773.0,20756.299857342456,2.130434782608696
2024,Ireland,49.0,4818899599.81408,264.13127223452227,77.0,22.295811440151024,0.4329461003295606,0.867164248885795,0.6097465308440672,-0.6747955999881571,-139972323560.253,49.0,77.0,-103.44275173637432,0.0,1,0,Advanced,13,12,3773.0,20338.107962058213,2.130434782608696
2025,Ireland,49.0,,390.880516056047,76.0,,0.4329461003295606,0.8164952193181776,1.6152381313090127,,4818899599.81408,49.0,77.0,,0.0,1,0,Advanced,14,13,3724.0,29706.91922025957,2.0416666666666665
2012,Italy,47.3,34901033.014975,179.2625732421875,42.0,17.368026986017558,0.2802472682631178,-0.9062517859808141,-0.06351006151351782,-0.7287363623495499,,,,,,1,0,Advanced,1,0,1986.6,7529.028076171875,0.8155172413793103
2013,Italy,47.3,19531411961.8184,171.18170166015625,43.0,23.695289876293806,0.2802472682631178,-0.8555827564131968,-0.12761496861347213,-0.5089083987323849,34901033.014975,47.3,42.0,55862.27467948599,0.0,1,0,Advanced,2,1,2033.8999999999999,7360.813171386719,0.8298245614035087
2014,Italy,47.3,17032744039.0433,116.0104751586914,43.0,23.558403448355826,0.2802472682631178,-0.8555827564131968,-0.5652838900366641,-0.5370814950994738,19531411961.8184,47.3,43.0,-12.793073678747346,0.0,1,0,Advanced,3,2,2033.8999999999999,4988.4504318237305,0.8298245614035087
2015,Italy,47.3,13303439230.2377,99.27145385742188,44.0,23.31128842748549,0.2802472682631178,-0.8049137268455794,-0.6980732054674523,-0.5791303255194997,17032744039.0433,47.3,43.0,-21.894914878407757,0.0,1,0,Advanced,4,3,2081.2,4367.9439697265625,0.8446428571428571
2016,Italy,47.3,25656663794.7916,96.98987579345705,47.0,23.968069171889674,0.2802472682631178,-0.6529066381427271,-0.7161727815276616,-0.43984467538199135,13303439230.2377,47.3,44.0,92.85737583162681,0.0,1,0,Advanced,5,4,2223.1,4558.524162292481,0.8924528301886792
2017,Italy,47.3,8737024578.66006,112.9060287475586,50.0,22.890835531427697,0.2802472682631178,-0.5008995494398749,-0.5899112147951688,-0.6306177756357604,25656663794.7916,47.3,47.0,-65.94637304155768,0.0,1,0,Advanced,6,5,2365.0,5645.30143737793,0.946
2018,Italy,47.3,44249715319.1483,102.95852661132812,52.0,24.51311477491408,0.2802472682631178,-0.3995614903046401,-0.6688239525916232,-0.23020343911391766,8737024578.66006,47.3,50.0,406.4620675009545,0.0,1,0,Advanced,7,6,2459.6,5353.8433837890625,0.9854166666666666
2019,Italy,47.3,35760550299.4852,169.9978485107422,53.0,24.300111175821385,0.2802472682631178,-0.34889246073702274,-0.1370063808383525,-0.3259208659856981,44249715319.1483,47.3,52.0,-19.184677140712726,0.0,1,0,Advanced,8,7,2506.8999999999996,9009.885971069336,1.0063829787234042
2020,Italy,47.3,-17050399620.8672,127.8734130859375,53.0,,0.2802472682631178,-0.34889246073702274,-0.47117615350863495,-0.9213773361240531,35760550299.4852,47.3,53.0,-147.6793547025272,0.0,1,0,Advanced,9,8,2506.8999999999996,6777.2908935546875,1.0063829787234042
2021,Italy,47.3,26253856510.1011,247.12469482421875,56.0,23.99107872986366,0.2802472682631178,-0.1968853720341705,0.4748347142276658,-0.4331111804006125,-17050399620.8672,47.3,53.0,-253.9779541470114,0.0,1,0,Advanced,10,9,2648.7999999999997,13838.98291015625,1.075
2022,Italy,47.3,61897757337.9736,123.73613739013672,56.0,24.84874978557632,0.2802472682631178,-0.1968853720341705,-0.5039968302678046,-0.031217417820382103,26253856510.1011,47.3,56.0,135.76634280056572,0.0,1,0,Advanced,11,10,2648.7999999999997,6929.223693847656,1.075
2023,Italy,47.3,42019753074.4716,100.37407684326172,56.0,24.461405655965027,0.2802472682631178,-0.1968853720341705,-0.6893261856248514,-0.2553468127657758,61897757337.9736,47.3,56.0,-32.11425602217588,0.0,1,0,Advanced,12,11,2648.7999999999997,5620.948303222656,1.075
2024,Italy,47.3,26903748175.4513,105.67807006835938,54.0,24.015531451225026,0.2802472682631178,-0.2982234311694053,-0.6472500321428769,-0.42578349177532937,42019753074.4716,47.3,56.0,-35.973569078881084,0.0,1,0,Advanced,13,12,2554.2,5706.615783691406,1.0282608695652173
2025,Italy,47.3,,98.46124267578124,53.0,,0.2802472682631178,-0.34889246073702274,-0.7045005458852741,,26903748175.4513,47.3,54.0,,0.0,1,0,Advanced,14,13,2506.8999999999996,5218.445861816405,1.0063829787234042
2012,Japan,22.8,546962692.190725,138.48305228367312,74.0,20.119891153655704,-1.9204123703414948,0.7151571601829427,-0.38701073543080994,-0.7229627409978068,,,,,,1,0,Advanced,1,0,1687.2,10247.745868991811,0.8769230769230769
2013,Japan,22.8,10648441636.2071,95.4401703347736,74.0,23.088679393156493,-1.9204123703414948,0.7151571601829427,-0.7284664708225265,-0.6090660774412432,546962692.190725,22.8,74.0,1846.8314362643962,0.0,1,0,Advanced,2,1,1687.2,7062.572604773246,0.8769230769230769
2014,Japan,22.8,19752249424.087,100.16888561309835,76.0,23.706533216698492,-1.9204123703414948,0.8164952193181776,-0.6909539512209038,-0.5064184019427969,10648441636.2071,22.8,74.0,85.49427323642274,0.0,1,0,Advanced,3,2,1732.8,7612.835306595475,0.9500000000000001
2015,Japan,22.8,5252218412.39171,91.16818508993478,75.0,22.38191637904011,-1.9204123703414948,0.7658261897505602,-0.7623557876459389,-0.6699098236298231,19752249424.087,22.8,76.0,-73.40951757126528,0.0,1,0,Advanced,4,3,1710.0,6837.613881745108,0.912
2016,Japan,22.8,40954181468.5533,134.72781110698511,72.0,24.435719753596643,-1.9204123703414948,0.613819101047708,-0.4168007629452673,-0.26736139512221335,5252218412.39171,22.8,75.0,679.7501598929877,0.0,1,0,Advanced,5,4,1641.6000000000001,9700.402399702929,0.8142857142857143
2017,Japan,22.8,18802251208.1068,143.1726348880837,73.0,23.657242444725505,-1.9204123703414948,0.6644881306153254,-0.3498086521973902,-0.517129865856596,40954181468.5533,22.8,72.0,-54.08954462307073,0.0,1,0,Advanced,6,5,1664.4,10451.60234683011,0.8444444444444444
2018,Japan,22.8,25289367857.8518,66.08329446181664,73.0,23.95364990158049,-1.9204123703414948,0.6644881306153254,-0.9613522160638518,-0.4439860275530123,18802251208.1068,22.8,73.0,34.50180820341346,0.0,1,0,Advanced,7,6,1664.4,4824.080495712615,0.8444444444444444
2019,Japan,22.8,39960544340.0141,129.4055804546203,73.0,24.411158412756457,-1.9204123703414948,0.6644881306153254,-0.4590215924771994,-0.27856489852540334,25289367857.8518,22.8,73.0,58.01321948665166,0.0,1,0,Advanced,8,7,1664.4,9446.607373187282,0.8444444444444444
2020,Japan,22.8,62584719398.0912,107.5727987903192,74.0,24.859786986183412,-1.9204123703414948,0.7151571601829427,-0.6322193009317867,-0.02347175136193888,39960544340.0141,22.8,73.0,56.6162834659452,0.0,1,0,Advanced,9,8,1687.2,7960.387110483621,0.8769230769230769
2021,Japan,22.8,35027163875.7213,115.78173120401388,73.0,24.27938970815252,-1.9204123703414948,0.6644881306153254,-0.5670984975100567,-0.33418997858072735,62584719398.0912,22.8,74.0,-44.032402457668276,0.0,1,0,Advanced,10,9,1664.4,8452.066377893014,0.8444444444444444
2022,Japan,22.8,48153832744.0586,103.83975990837706,73.0,24.597666572106917,-1.9204123703414948,0.6644881306153254,-0.661833199420106,-0.18618355338285603,35027163875.7213,22.8,73.0,37.475682915441276,0.0,1,0,Advanced,11,10,1664.4,7580.302473311525,0.8444444444444444
2023,Japan,22.8,20179993817.6998,100.72671787233588,73.0,23.727957545514037,-1.9204123703414948,0.6644881306153254,-0.6865287125826243,-0.5015954785315293,48153832744.0586,22.8,73.0,-58.09265292555621,0.0,1,0,Advanced,12,11,1664.4,7353.050404680519,0.8444444444444444
2024,Japan,22.8,17174260938.7552,88.52006495845094,71.0,23.56667764290655,-1.9204123703414948,0.5631500714800906,-0.7833631125730873,-0.5354858571930461,20179993817.6998,22.8,73.0,-14.894617441895752,0.0,1,0,Advanced,13,12,1618.8,6284.9246120500175,0.7862068965517242
2025,Japan,22.8,,129.53045521525817,71.0,,-1.9204123703414948,0.5631500714800906,-0.4580309710017115,,17174260938.7552,22.8,71.0,,0.0,1,0,Advanced,14,13,1618.8,9196.66232028333,0.7862068965517242
2012,Mexico,52.9,18231597858.0,68.6519628173204,34.0,23.626422071713673,0.783255185658458,-1.3116040225217533,-0.9409751757126216,-0.5235641229574376,,,,,,1,0,Emerging,1,0,1798.6,2334.1667357888937,0.8015151515151515
2013,Mexico,52.9,50929783738.0,67.06057445581781,34.0,24.65371373157434,0.783255185658458,-1.3116040225217533,-0.9535995321373562,-0.154884022080686,18231597858.0,52.9,34.0,179.348985945585,0.0,1,0,Emerging,2,1,1798.6,2280.059531497806,0.8015151515151515
2014,Mexico,52.9,28438309725.0,46.55311457736281,35.0,24.071003007098362,0.783255185658458,-1.260934992954136,-1.1162835690038282,-0.4084809322704839,50929783738.0,52.9,34.0,-44.16173084241578,0.0,1,0,Emerging,3,2,1851.5,1629.3590102076985,0.8138461538461538
2015,Mexico,52.9,36251149438.0,31.711336926933782,31.0,24.31373692637887,0.783255185658458,-1.4636111112246055,-1.234022202494125,-0.3203892398416215,28438309725.0,52.9,35.0,27.47293980743084,0.0,1,0,Emerging,4,3,1639.8999999999999,983.0514447349473,0.7666666666666666
2016,Mexico,52.9,38899523620.0,53.313437195621695,30.0,24.38424784122333,0.783255185658458,-1.514280140792223,-1.0626544710767118,-0.29052816852217667,36251149438.0,52.9,31.0,7.305628160920774,0.0,1,0,Emerging,5,4,1587.0,1599.403115868651,0.7557142857142857
2017,Mexico,52.9,33132345030.0,161.46822549445062,29.0,24.223775833427553,0.783255185658458,-1.5649491703598404,-0.20467119712782988,-0.35555452784799996,38899523620.0,52.9,30.0,-14.825833463510163,0.0,1,0,Emerging,6,5,1534.1,4682.578539339068,0.7450704225352113
2018,Mexico,52.9,37859235431.0,66.29480293579725,28.0,24.357140787885534,0.783255185658458,-1.615618199927458,-0.9596743362785166,-0.30225767412438204,33132345030.0,52.9,29.0,14.266694363830856,0.0,1,0,Emerging,7,6,1481.2,1856.254482202323,0.7347222222222222
2019,Mexico,52.9,29947415429.0,83.45544648970707,29.0,24.122708861590482,0.783255185658458,-1.5649491703598404,-0.8235403252833441,-0.39146539369515543,37859235431.0,52.9,28.0,-20.89799202738686,0.0,1,0,Emerging,8,7,1534.1,2420.207948201505,0.7450704225352113
2020,Mexico,52.9,31541065129.0,110.98279000398534,31.0,24.17455618864666,0.783255185658458,-1.4636111112246055,-0.6051681137244803,-0.3734966007378195,29947415429.0,52.9,29.0,5.321493281376011,0.0,1,0,Emerging,9,8,1639.8999999999999,3440.4664901235456,0.7666666666666666
2021,Mexico,52.9,35523119069.0,111.12366872895512,31.0,24.29344956284242,0.783255185658458,-1.4636111112246055,-0.6040505340816322,-0.328597961599743,31541065129.0,52.9,31.0,12.624982459259936,0.0,1,0,Emerging,10,9,1639.8999999999999,3444.833730597609,0.7666666666666666
2022,Mexico,52.9,39068959282.0,85.1344894622657,31.0,24.388594108392166,0.783255185658458,-1.4636111112246055,-0.8102206118489615,-0.28861773969326454,35523119069.0,52.9,31.0,9.98178174082227,0.0,1,0,Emerging,11,10,1639.8999999999999,2639.169173330237,0.7666666666666666
2023,Mexico,52.9,31020352925.0,120.5654067582418,31.0,24.157909371967285,0.783255185658458,-1.4636111112246055,-0.5291499824412129,-0.3793677591134864,39068959282.0,52.9,31.0,-20.601025737350998,0.0,1,0,Emerging,12,11,1639.8999999999999,3737.527609505496,0.7666666666666666
2024,Mexico,52.9,45334306255.0,,26.0,24.53732989529141,0.783255185658458,-1.7169562590626926,,-0.217974409127138,31020352925.0,52.9,31.0,46.1437475086367,0.0,1,0,Emerging,13,12,1375.3999999999999,,0.7148648648648649
2025,Mexico,52.9,,,27.0,,0.783255185658458,-1.6662872294950752,,,45334306255.0,52.9,26.0,,0.0,1,0,Emerging,14,13,1428.3,,0.7246575342465753
2012,Pakistan,42.4,859000000.0,71.4461648918217,27.0,20.57127947994853,-0.15988465945780464,-1.6662872294950752,-0.9188089944305549,-0.7194444434829957,,,,,,0,0,Emerging,1,0,1144.8,1929.0464520791857,0.5808219178082191
2013,Pakistan,42.4,1333000000.0,56.75946928500228,28.0,21.010697878142985,-0.15988465945780464,-1.615618199927458,-1.0353173744887127,-0.7140999767148113,859000000.0,42.4,27.0,55.180442374854486,0.0,0,0,Emerging,2,1,1187.2,1589.2651399800639,0.5888888888888889
2014,Pakistan,42.4,1887000000.0,80.05200796959033,29.0,21.358254103332825,-0.15988465945780464,-1.5649491703598404,-0.8505395304974984,-0.7078534902389163,1333000000.0,42.4,28.0,41.56039009752439,0.0,0,0,Emerging,3,2,1229.6,2321.5082311181195,0.5971830985915493
2015,Pakistan,42.4,1673000000.0,35.438788648847044,30.0,21.237884258951098,-0.15988465945780464,-1.514280140792223,-1.2044526264988644,-0.7102663929570417,1887000000.0,42.4,29.0,-11.340752517223107,0.0,0,0,Emerging,4,3,1272.0,1063.1636594654112,0.6057142857142856
