Year,Country,crime_index,foreign_investment,gepu,cpi_score,log_fdi,crime_index_std,cpi_score_std,gepu_std,foreign_investment_std,fdi_lag1,crime_lag1,cpi_lag1,fdi_change,crime_change,is_oecd,is_brics,development_level,time_trend,years_since_2012,crime_corruption_int,gepu_corruption_int,crime_corruption_ratio
2016,Pakistan,42.4,2576000000.0,26.97061608298733,32.0,21.669503645188517,-0.15988465945780464,-1.4129420816569882,-1.271629961286353,-0.7000848455062598,1673000000.0,42.4,30.0,53.97489539748954,0.0,0,0,Emerging,5,4,1356.8,863.0597146555946,0.6235294117647059
2017,Pakistan,42.4,2496000000.0,65.31913869020755,32.0,21.637955287453593,-0.15988465945780464,-1.4129420816569882,-0.967414202602262,-0.7009868652139704,2576000000.0,42.4,32.0,-3.105590062111796,0.0,0,0,Emerging,6,5,1356.8,2090.2124380866417,0.6235294117647059
2018,Pakistan,42.4,1737000000.0,70.65407995878091,33.0,21.27542532420538,-0.15988465945780464,-1.3622730520893709,-0.925092540769883,-0.7095447771908734,2496000000.0,42.4,32.0,-30.408653846153843,0.0,0,0,Emerging,7,6,1399.2,2331.58463863977,0.6328358208955224
2019,Pakistan,42.4,2234000000.0,128.440840779881,32.0,21.52705953759342,-0.15988465945780464,-1.4129420816569882,-0.4666747950552878,-0.7039409797567221,1737000000.0,42.4,33.0,28.6125503742084,0.0,0,0,Emerging,8,7,1356.8,4110.106904956192,0.6235294117647059
2020,Pakistan,42.4,2057000000.0,95.01275313465344,31.0,21.44451444761723,-0.15988465945780464,-1.4636111112246055,-0.7318571372411775,-0.7059366983600315,2234000000.0,42.4,32.0,-7.923008057296332,0.0,0,0,Emerging,9,8,1314.3999999999999,2945.3953471742566,0.6144927536231883
2021,Pakistan,42.4,2147000000.0,95.70694064086334,28.0,21.487337355843056,-0.15988465945780464,-1.615618199927458,-0.7263502033487386,-0.7049219261888573,2057000000.0,42.4,31.0,4.3753038405444755,0.0,0,0,Emerging,10,9,1187.2,2679.7943379441735,0.5888888888888889
2022,Pakistan,42.4,1462000000.0,106.64540965496607,27.0,21.103071198273998,-0.15988465945780464,-1.6662872294950752,-0.6395762046721596,-0.7126454699361281,2147000000.0,42.4,28.0,-31.904983698183507,0.0,0,0,Emerging,11,10,1144.8,2879.426060684084,0.5808219178082191
2023,Pakistan,42.4,2048000000.0,199.6260018745059,29.0,21.44012954412367,-0.15988465945780464,-1.5649491703598404,0.09803138701216085,-0.706038175577149,1462000000.0,42.4,27.0,40.08207934336525,0.0,0,0,Emerging,12,11,1229.6,5789.154054360672,0.5971830985915493
2024,Pakistan,42.4,2663000000.0,132.13154032522635,27.0,21.702719143778207,-0.15988465945780464,-1.6662872294950752,-0.43739677113342557,-0.6991038990741247,2048000000.0,42.4,29.0,30.029296875,0.0,0,0,Emerging,13,12,1144.8,3567.5515887811116,0.5808219178082191
2025,Pakistan,42.4,,194.39274660334132,28.0,,-0.15988465945780464,-1.615618199927458,0.05651639205365612,,2663000000.0,42.4,27.0,,0.0,0,0,Emerging,14,13,1187.2,5442.996904893557,0.5888888888888889
2012,Russia,38.2,50587560000.0,205.85337829589844,28.0,24.646971533211442,-0.5371405975043093,-1.615618199927458,0.1474326654407766,-0.15874267903221528,,,,,,0,1,Emerging,1,0,1069.6000000000001,5763.894592285156,0.5305555555555556
2013,Russia,38.2,69218890000.0,197.7275848388672,28.0,24.96053963919724,-0.5371405975043093,-1.615618199927458,0.08297139670403622,0.051330156478500484,50587560000.0,38.2,28.0,36.82986489168483,0.0,0,1,Emerging,2,1,1069.6000000000001,5536.372375488281,0.5305555555555556
2014,Russia,38.2,22031340000.0,255.24072265625,27.0,23.815731822056993,-0.5371405975043093,-1.6662872294950752,0.5392185130433658,-0.48072109425366283,69218890000.0,38.2,28.0,-68.17149191499603,0.0,0,1,Emerging,3,2,1031.4,6891.49951171875,0.5232876712328768
2015,Russia,38.2,6852970000.0,345.455078125,29.0,22.64794797189569,-0.5371405975043093,-1.5649491703598404,1.254881770119007,-0.6518609551401794,22031340000.0,38.2,27.0,-68.89444763686639,0.0,0,1,Emerging,4,3,1107.8000000000002,10018.197265625,0.5380281690140846
2016,Russia,38.2,32538900000.0,55.095497131347656,29.0,24.205702133617667,-0.5371405975043093,-1.5649491703598404,-1.0485175323236835,-0.3622457667542853,6852970000.0,38.2,29.0,374.81456944945035,0.0,0,1,Emerging,5,4,1107.8000000000002,1597.769416809082,0.5380281690140846
2017,Russia,38.2,28557440000.0,400.0167541503906,29.0,24.07518333454592,-0.5371405975043093,-1.5649491703598404,1.6877151764316312,-0.4071377090725468,32538900000.0,38.2,29.0,-12.236000602355945,0.0,0,1,Emerging,6,5,1107.8000000000002,11600.485870361328,0.5380281690140846
2018,Russia,38.2,8784850000.0,72.88907623291016,28.0,22.896294483880794,-0.5371405975043093,-1.615618199927458,-0.9073624943179154,-0.6300785322285332,28557440000.0,38.2,29.0,-69.23796390712893,0.0,0,1,Emerging,7,6,1069.6000000000001,2040.8941345214844,0.5305555555555556
2019,Russia,38.2,31974770000.0,334.68365478515625,28.0,24.18821299126582,-0.5371405975043093,-1.615618199927458,1.169432931398395,-0.36860647147566916,8784850000.0,38.2,28.0,263.97627734110426,0.0,0,1,Emerging,8,7,1069.6000000000001,9371.142333984375,0.5305555555555556
2020,Russia,38.2,9478810000.0,346.3397216796875,30.0,22.972324617907955,-0.5371405975043093,-1.514280140792223,1.2618995765912588,-0.6222539622739988,31974770000.0,38.2,28.0,-70.35534579294863,0.0,0,1,Emerging,9,8,1146.0,10390.191650390625,0.5457142857142857
2021,Russia,38.2,40450000000.0,503.0057373046875,29.0,24.423332480450913,-0.5371405975043093,-1.5649491703598404,2.50471853187481,-0.27304616538343185,9478810000.0,38.2,30.0,326.7413314540538,0.0,0,1,Emerging,10,9,1107.8000000000002,14587.166381835938,0.5380281690140846
2022,Russia,38.2,-39800944226.9805,275.27105712890625,28.0,,-0.5371405975043093,-1.615618199927458,0.6981175522764428,-1.1778953310723064,40450000000.0,38.2,29.0,-198.3954121804215,0.0,0,1,Emerging,11,10,1069.6000000000001,7707.589599609375,0.5305555555555556
2023,Russia,38.2,-10045120000.0,392.5497741699219,26.0,,-0.5371405975043093,-1.7169562590626926,1.628480222243082,-0.842391082673494,-39800944226.9805,38.2,28.0,-74.76160378830772,0.0,0,1,Emerging,12,11,993.2,10206.294128417969,0.5162162162162163
2024,Russia,38.2,-9537180000.0,329.434814453125,22.0,,-0.5371405975043093,-1.9196323773331623,1.127794301400172,-0.8366639340443134,-10045120000.0,38.2,26.0,-5.056584689879262,0.0,0,1,Emerging,13,12,840.4000000000001,7247.56591796875,0.4897435897435898
2025,Russia,38.2,,400.0611267089844,22.0,,-0.5371405975043093,-1.9196323773331623,1.6880671803853586,,-9537180000.0,38.2,22.0,,0.0,0,1,Emerging,14,13,840.4000000000001,8801.344787597656,0.4897435897435898
2012,Singapore,22.5,55310807547.7033,164.55990422412415,87.0,24.73623416123881,-1.9473592230591024,1.373854544561969,-0.180145157363836,-0.10548689937692138,,,,,,0,0,Other,1,0,1957.5,14316.711667498801,1.7307692307692308
2013,Singapore,22.5,64389514904.4993,162.60103484539263,86.0,24.888216644759463,-1.9473592230591024,1.3231855149943517,-0.1956847112683623,-0.003122237422346432,55310807547.7033,22.5,87.0,16.41398446219753,0.0,0,0,Other,2,1,1935.0,13983.688996703766,1.6071428571428572
2014,Singapore,22.5,68698472830.5907,111.78857654401531,84.0,24.95299280638747,-1.9473592230591024,1.2218474558591168,-0.5987758736342065,0.0454623246905244,64389514904.4993,22.5,86.0,6.692017997778565,0.0,0,0,Other,3,2,1890.0,9390.240429697285,1.40625
2015,Singapore,22.5,69774553124.9431,124.55816007961155,85.0,24.96853521183296,-1.9473592230591024,1.2725164854267341,-0.4974757901042642,0.057595395097833735,68698472830.5907,22.5,84.0,1.5663816821750887,0.0,0,0,Other,4,3,1912.5,10587.443606766981,1.5
2016,Singapore,22.5,65133174223.0873,146.5004752814495,84.0,24.899699845045014,-1.9473592230591024,1.2218474558591168,-0.3234091608684406,0.005262704592515039,69774553124.9431,22.5,85.0,-6.651965070338218,0.0,0,0,Other,5,4,1890.0,12306.039923641758,1.40625
2017,Singapore,22.5,101969983887.611,275.8454969727438,84.0,25.34794433131146,-1.9473592230591024,1.2218474558591168,0.7026745375533281,0.42060680817476226,65133174223.0873,22.5,84.0,56.556140713108995,0.0,0,0,Other,6,5,1890.0,23171.021745710477,1.40625
2018,Singapore,22.5,83413645041.1155,185.7694649451723,85.0,25.147077742534222,-1.9473592230591024,1.2725164854267341,-0.011891410741139887,0.211379516393609,101969983887.611,22.5,84.0,-18.197844246938267,0.0,0,0,Other,7,6,1912.5,15790.404520339645,1.5
2019,Singapore,22.5,106572526405.17,252.3981066560681,85.0,25.392091589430795,-1.9473592230591024,1.2725164854267341,0.5166682679661264,0.4725016088799319,83413645041.1155,22.5,85.0,27.76390044175534,0.0,0,0,Other,8,7,1912.5,21453.83906576579,1.5
2020,Singapore,22.5,79753262990.0524,207.154690029162,85.0,25.102203493010126,-1.9473592230591024,1.2725164854267341,0.1577558672046106,0.1701078070460018,106572526405.17,22.5,85.0,-25.165269436473224,0.0,0,0,Other,9,8,1912.5,17608.14865247877,1.5
2021,Singapore,22.5,145404929970.598,283.6749872355547,85.0,25.702788307733737,-1.9473592230591024,1.2725164854267341,0.7647852567798954,0.9103465253022103,79753262990.0524,22.5,85.0,82.31847139437329,0.0,0,0,Other,10,9,1912.5,24112.373915022148,1.5
2022,Singapore,22.5,149723718568.665,233.8462332633296,83.0,25.73205755649404,-1.9473592230591024,1.1711784262914995,0.3694977420768044,0.9590419306633566,145404929970.598,22.5,85.0,2.9701803088384438,0.0,0,0,Other,11,10,1867.5,19409.237360856358,1.3235294117647058
2023,Singapore,22.5,132496437703.249,228.2839335804559,83.0,25.609821596752774,-1.9473592230591024,1.1711784262914995,0.32537246415188364,0.7648000950274981,149723718568.665,22.5,83.0,-11.506046623812239,0.0,0,0,Other,12,11,1867.5,18947.56648717784,1.3235294117647058
2024,Singapore,22.5,151941202883.727,267.6491460239597,84.0,25.746759459823945,-1.9473592230591024,1.2218474558591168,0.6376535418851416,0.984044612584916,132496437703.249,22.5,83.0,14.675689035525807,0.0,0,0,Other,13,12,1890.0,22482.528266012614,1.40625
2025,Singapore,22.5,,348.1387523224892,84.0,,-1.9473592230591024,1.2218474558591168,1.2761711426044122,,151941202883.727,22.5,84.0,,0.0,0,0,Other,14,13,1890.0,29243.655195089093,1.40625
2012,Spain,37.6,19250404232.1962,148.67044067382812,65.0,23.680797896534855,-0.5910343029395244,0.25913589407438614,-0.3061949991933727,-0.5120768301091124,,,,,,1,0,Advanced,1,0,2444.0,9663.578643798828,1.0742857142857143
2013,Spain,37.6,47143326585.2815,135.85504150390625,59.0,24.57645830017165,-0.5910343029395244,-0.04487828333131829,-0.40785853448125425,-0.19757725925760283,19250404232.1962,37.6,65.0,144.8952552717544,0.0,1,0,Advanced,2,1,2218.4,8015.447448730469,0.9170731707317074
2014,Spain,37.6,31972292815.4555,131.92762756347656,60.0,24.188135515164912,-0.5910343029395244,0.005790746236299112,-0.4390143947419398,-0.36863440234165384,47143326585.2815,37.6,59.0,-32.18066027305445,0.0,1,0,Advanced,3,2,2256.0,7915.657653808594,0.9400000000000001
2015,Spain,37.6,23777330434.0906,154.82034301757812,58.0,23.89199846093551,-0.5910343029395244,-0.0955473128989357,-0.2574083164181482,-0.46103462199086687,31972292815.4555,37.6,60.0,-25.631450420732516,0.0,1,0,Advanced,4,3,2180.8,8979.579895019531,0.8952380952380953
2016,Spain,37.6,44962670965.5697,158.0782470703125,58.0,24.529098448364476,-0.5910343029395244,-0.0955473128989357,-0.23156362447854376,-0.22216468856647317,23777330434.0906,37.6,58.0,89.09890279820796,0.0,1,0,Advanced,5,4,2180.8,9168.538330078125,0.8952380952380953
2017,Spain,37.6,33577736758.6064,108.23075103759766,57.0,24.237129087831466,-0.5910343029395244,-0.1462163424665531,-0.6269998184465335,-0.3505326263873224,44962670965.5697,37.6,58.0,-25.32085830862083,0.0,1,0,Advanced,6,5,2143.2000000000003,6169.152809143066,0.8744186046511628
2018,Spain,37.6,63958429156.7585,112.77650451660156,58.0,24.88149916483506,-0.5910343029395244,-0.0955473128989357,-0.5909387201463437,-0.007982835424537729,33577736758.6064,37.6,57.0,90.4786782282613,0.0,1,0,Advanced,7,6,2180.8,6541.037261962891,0.8952380952380953
2019,Spain,37.6,30322872791.4496,131.0411834716797,62.0,24.13516814229054,-0.5910343029395244,0.10712880537153392,-0.44604648473088354,-0.3872320194409738,63958429156.7585,37.6,58.0,-52.58971617778487,0.0,1,0,Advanced,8,7,2331.2000000000003,8124.553375244141,0.9894736842105264
2020,Spain,37.6,37683095972.4205,142.4266357421875,62.0,24.35247744815238,-0.5910343029395244,0.10712880537153392,-0.35572660367810177,-0.30424368991118406,30322872791.4496,37.6,62.0,24.272842588471132,0.0,1,0,Advanced,9,8,2331.2000000000003,8830.451416015625,0.9894736842105264
2021,Spain,37.6,64626902393.5776,152.2834930419922,61.0,24.89189660676653,-0.5910343029395244,0.05645977580391651,-0.27753294410967994,-0.0004456350034398027,37683095972.4205,37.6,62.0,71.50104237952404,0.0,1,0,Advanced,10,9,2293.6,9289.293075561523,0.9641025641025641
2022,Spain,37.6,67459796903.6798,124.22967529296876,60.0,24.934797655956938,-0.5910343029395244,0.005790746236299112,-0.5000816336098469,0.03149594847127241,64626902393.5776,37.6,61.0,4.3834601461321565,0.0,1,0,Advanced,11,10,2256.0,7453.780517578126,0.9400000000000001
2023,Spain,37.6,46961991977.1583,155.27496337890625,60.0,24.57260443016027,-0.5910343029395244,0.005790746236299112,-0.25380184950021195,-0.19962185163531634,67459796903.6798,37.6,60.0,-30.3852158876028,0.0,1,0,Advanced,12,11,2256.0,9316.497802734375,0.9400000000000001
2024,Spain,37.6,42778827261.0579,129.10496520996094,56.0,24.479309126972417,-0.5910343029395244,-0.1968853720341705,-0.46140634913817263,-0.24678806431683667,46961991977.1583,37.6,60.0,-8.907553832331129,0.0,1,0,Advanced,13,12,2105.6,7229.8780517578125,0.8545454545454546
2025,Spain,37.6,,191.9088897705078,55.0,,-0.5910343029395244,-0.2475544016017879,0.0368121547195993,,42778827261.0579,37.6,56.0,,0.0,1,0,Advanced,14,13,2068.0,10554.98893737793,0.8355555555555556
2012,Sweden,47.9,4273531542.41648,74.66651295,88.0,22.175706381475944,0.33414097369833295,1.4245235741295865,-0.8932622311880748,-0.6809447591847622,,,,,,1,0,Advanced,1,0,4215.2,6570.6531396,3.9916666666666667
2013,Sweden,47.9,1487752726.31221,107.4731204,89.0,21.120532580994503,0.33414097369833295,1.4751926036972038,-0.6330100416193993,-0.7123551016028671,4273531542.41648,47.9,88.0,-65.18680834467514,0.0,1,0,Advanced,2,1,4263.099999999999,9565.1077156,4.3545454545454545
2014,Sweden,47.9,-6039792919.86722,108.4015776,87.0,,0.33414097369833295,1.373854544561969,-0.6256446650077192,-0.7972300331471667,1487752726.31221,47.9,89.0,-505.9675249151416,0.0,1,0,Advanced,3,2,4167.3,9430.937251199999,3.6846153846153844
2015,Sweden,47.9,9777569491.28413,107.9964638,89.0,23.003356771833747,0.33414097369833295,1.4751926036972038,-0.6288584003393951,-0.6188853754114507,-6039792919.86722,47.9,87.0,-261.88583981285046,0.0,1,0,Advanced,4,3,4263.099999999999,9611.6852782,4.3545454545454545
2016,Sweden,47.9,15470455705.9977,110.849344,88.0,23.4621979584988,0.33414097369833295,1.4245235741295865,-0.6062267301870118,-0.5546966809186398,9777569491.28413,47.9,89.0,58.223940211197615,0.0,1,0,Advanced,5,4,4215.2,9754.742272,3.9916666666666667
2017,Sweden,47.9,24305209924.7369,134.3558552,84.0,23.913956564507412,0.33414097369833295,1.2218474558591168,-0.4197514593671211,-0.4550826506926278,15470455705.9977,47.9,88.0,57.10726553009087,0.0,1,0,Advanced,6,5,4023.6,11285.891836800001,2.99375
2018,Sweden,47.9,-714153381.400275,122.518347404624,85.0,,0.33414097369833295,1.2725164854267341,-0.5136574606956087,-0.7371821353989259,24305209924.7369,47.9,84.0,-102.93827283784715,0.0,1,0,Advanced,7,6,4071.5,10414.05952939304,3.1933333333333334
2019,Sweden,47.9,15692851350.2202,115.178637098609,85.0,23.476471117595946,0.33414097369833295,1.2725164854267341,-0.571882794749166,-0.552189115243669,-714153381.400275,47.9,85.0,-2297.406293792304,0.0,1,0,Advanced,8,7,4071.5,9790.184153381766,3.1933333333333334
2020,Sweden,47.9,18307766875.476,100.479008754881,85.0,23.630591226178257,0.33414097369833295,1.2725164854267341,-0.6884937691734958,-0.522705298521434,15692851350.2202,47.9,85.0,16.663100075940697,0.0,1,0,Advanced,9,8,4071.5,8540.715744164885,3.1933333333333334
2021,Sweden,47.9,57981119709.6784,114.098389307363,85.0,24.78338327225204,0.33414097369833295,1.2725164854267341,-0.5804523139649819,-0.07537847192891534,18307766875.476,47.9,85.0,216.7023051148115,0.0,1,0,Advanced,10,9,4071.5,9698.363091125855,3.1933333333333334
2022,Sweden,47.9,53904967740.7105,89.47613830483881,83.0,24.71048847649024,0.33414097369833295,1.1711784262914995,-0.775778659283764,-0.12133808952431367,57981119709.6784,47.9,85.0,-7.030136688249389,0.0,1,0,Advanced,11,10,3975.7,7426.519479301622,2.817647058823529
2023,Sweden,47.9,18672474196.9765,,82.0,23.650316308321546,0.33414097369833295,1.120509396723882,,-0.5185931336271871,53904967740.7105,47.9,83.0,-65.36038331978345,0.0,1,0,Advanced,12,11,3927.7999999999997,,2.661111111111111
2024,Sweden,47.9,31602836368.4031,,80.0,24.176512712004993,0.33414097369833295,1.0191713375886473,,-0.3728001147964283,18672474196.9765,47.9,82.0,69.2482529900634,0.0,1,0,Advanced,13,12,3832.0,,2.395
2025,Sweden,47.9,,,80.0,,0.33414097369833295,1.0191713375886473,,,31602836368.4031,47.9,80.0,,0.0,1,0,Advanced,14,13,3832.0,,2.395
2012,United Kingdom,48.3,46750789727.7263,252.60073852539065,74.0,24.568096985110113,0.37007011065514284,0.7151571601829427,0.5182757303575961,-0.20200320902657193,,,,,,1,0,Advanced,1,0,3574.2,18692.45465087891,1.8576923076923075
2013,United Kingdom,48.3,54473175400.2415,371.5023193359375,76.0,24.72097422295716,0.37007011065514284,0.8164952193181776,1.4615124486401387,-0.11493140818720117,46750789727.7263,48.3,74.0,16.51819299201125,0.0,1,0,Advanced,2,1,3670.7999999999997,28234.17626953125,2.0124999999999997
2014,United Kingdom,48.3,58890445252.7139,206.44778442382807,78.0,24.798944694626794,0.37007011065514284,0.9178332784534123,0.15214804165035553,-0.06512560242213354,54473175400.2415,48.3,76.0,8.109073539437572,0.0,1,0,Advanced,3,2,3767.3999999999996,16102.92718505859,2.1954545454545453
2015,United Kingdom,48.3,45333483122.0899,201.1910400390625,81.0,24.537311738172644,0.37007011065514284,1.0698403671562646,0.11044670943479055,-0.21798369015347524,58890445252.7139,48.3,78.0,-23.02064803967371,0.0,1,0,Advanced,4,3,3912.2999999999997,16296.474243164062,2.5421052631578944
2016,United Kingdom,48.3,324813224213.021,249.4154357910156,81.0,26.50651615934667,0.37007011065514284,1.0698403671562646,0.49300697886222633,2.9332192394695094,45333483122.0899,48.3,81.0,616.4973918687211,0.0,1,0,Advanced,5,4,3912.2999999999997,20202.650299072262,2.5421052631578944
2017,United Kingdom,48.3,125358809934.12,539.224609375,82.0,25.554445941762452,0.37007011065514284,1.120509396723882,2.7920399434036502,0.6843215836018,324813224213.021,48.3,81.0,-61.40587864368896,0.0,1,0,Advanced,6,5,3960.6,44216.41796875,2.683333333333333
2018,United Kingdom,48.3,-25055440306.9073,395.8885803222656,80.0,,0.37007011065514284,1.0191713375886473,1.6549667040598062,-1.0116361418719568,125358809934.12,48.3,82.0,-119.98698002962433,0.0,1,0,Advanced,7,6,3864.0,31671.08642578125,2.415
2019,United Kingdom,48.3,19790761929.1276,406.9074096679688,77.0,23.708481096533628,0.37007011065514284,0.867164248885795,1.7423781948112775,-0.5059841639610478,-25055440306.9073,48.3,80.0,-178.98788321701005,0.0,1,0,Advanced,8,7,3719.1,31331.870544433597,2.1
2020,United Kingdom,48.3,157185559299.989,390.30474853515625,77.0,25.78069285076259,0.37007011065514284,0.867164248885795,1.610670613676392,1.0431760231064935,19790761929.1276,48.3,77.0,694.2370276742444,0.0,1,0,Advanced,9,8,3719.1,30053.46563720703,2.1
2021,United Kingdom,48.3,102431564639.492,199.22393798828125,78.0,25.35246075048557,0.37007011065514284,0.9178332784534123,0.09484184640221106,0.4258112448609684,157185559299.989,48.3,77.0,-34.83398532558508,0.0,1,0,Advanced,10,9,3767.3999999999996,15539.467163085938,2.1954545454545453
2022,United Kingdom,48.3,92776358059.3492,186.7559509277344,73.0,25.253457681989644,0.37007011065514284,0.6644881306153254,-0.004065696444656208,0.3169464121446609,102431564639.492,48.3,78.0,-9.426007123999636,0.0,1,0,Advanced,11,10,3525.8999999999996,13633.184417724611,1.7888888888888888
2023,United Kingdom,48.3,13789803776.1608,267.3662414550781,71.0,23.34719529922042,0.37007011065514284,0.5631500714800906,0.6354092825967459,-0.5736464454500712,92776358059.3492,48.3,73.0,-85.13651099848148,0.0,1,0,Advanced,12,11,3429.2999999999997,18983.003143310547,1.6655172413793102
2024,United Kingdom,48.3,-60647281077.0004,256.4903869628906,71.0,,0.37007011065514284,0.5631500714800906,0.5491319999080079,-1.4129429144759176,13789803776.1608,48.3,71.0,-539.7979990247918,0.0,1,0,Advanced,13,12,3429.2999999999997,18210.817474365234,1.6655172413793102
2025,United Kingdom,48.3,,458.2020263671875,70.0,,0.37007011065514284,0.5124810419124731,2.1492942811333213,,-60647281077.0004,48.3,71.0,,0.0,1,0,Advanced,14,13,3381.0,32074.141845703125,1.6099999999999999
2012,United States,49.2,250345000000.0,154.41802978515625,73.0,26.246105803483776,0.4509106688079659,0.6644881306153254,-0.2605998350715116,2.093571666490175,,,,,,1,0,Advanced,1,0,3591.6000000000004,11272.516174316406,1.8222222222222224
2013,United States,49.2,288131000000.0,199.35894775390625,73.0,26.386681074775513,0.4509106688079659,0.6644881306153254,0.0959128680605953,2.5196181249345213,250345000000.0,49.2,73.0,15.09357087219636,0.0,1,0,Advanced,2,1,3591.6000000000004,14553.203186035156,1.8222222222222224
2014,United States,49.2,251856000000.0,107.70513916015624,74.0,26.252123332558877,0.4509106688079659,0.7151571601829427,-0.6311694553764086,2.1106085637195564,288131000000.0,49.2,73.0,-12.589759519107623,0.0,1,0,Advanced,3,2,3640.8,7970.180297851562,1.8923076923076925
2015,United States,49.2,511434000000.0,120.54422760009766,76.0,26.96048438175465,0.4509106688079659,0.8164952193181776,-0.5293179950066279,5.037414459820403,251856000000.0,49.2,74.0,103.06603773584904,0.0,1,0,Advanced,4,3,3739.2000000000003,9161.361297607422,2.0500000000000003
2016,United States,49.2,474388000000.0,154.85731506347656,74.0,26.88529138920039,0.4509106688079659,0.7151571601829427,-0.25711502013895915,4.619711683672378,511434000000.0,49.2,76.0,-7.2435543980259425,0.0,1,0,Advanced,5,4,3640.8,11459.441314697266,1.8923076923076925
2017,United States,49.2,380823000000.0,195.04063415527344,75.0,26.665600537199328,0.4509106688079659,0.7658261897505602,0.061656032116762426,3.564743259273255,474388000000.0,49.2,74.0,-19.72330666037083,0.0,1,0,Advanced,6,5,3690.0,14628.047561645508,1.9680000000000002
2018,United States,49.2,214715000000.0,160.9672088623047,71.0,26.09257740431851,0.4509106688079659,0.5631500714800906,-0.20864572194649725,1.6918346391686256,380823000000.0,49.2,75.0,-43.61816381888699,0.0,1,0,Advanced,7,6,3493.2000000000003,11428.671829223633,1.696551724137931
2019,United States,49.2,315984000000.0,284.13592529296875,69.0,26.47895741634004,0.4509106688079659,0.46181201234485575,0.7684418414749259,2.833667561420267,214715000000.0,49.2,71.0,47.164380690683004,0.0,1,0,Advanced,8,7,3394.8,19605.378845214844,1.5870967741935484
2020,United States,49.2,137066000000.0,164.7553253173828,67.0,25.6437283985942,0.4509106688079659,0.36047395320962095,-0.17859489748140275,0.8163230356184996,315984000000.0,49.2,69.0,-56.6224872145425,0.0,1,0,Advanced,9,8,3296.4,11038.606796264648,1.490909090909091
2021,United States,49.2,477956000000.0,261.30615234375,67.0,26.89278451499178,0.4509106688079659,0.36047395320962095,0.5873350810015904,4.659941762636265,137066000000.0,49.2,67.0,248.705003429005,0.0,1,0,Advanced,10,9,3296.4,17507.51220703125,1.490909090909091
2022,United States,49.2,416890000000.0,155.2796630859375,69.0,26.75608823497796,0.4509106688079659,0.46181201234485575,-0.2537645671007112,3.9714075692481727,477956000000.0,49.2,67.0,-12.776489886098297,0.0,1,0,Advanced,11,10,3394.8,10714.296752929688,1.5870967741935484
2023,United States,49.2,361944000000.0,161.4271240234375,69.0,26.614755340672904,0.4509106688079659,0.46181201234485575,-0.20499725180574685,3.351877883499931,416890000000.0,49.2,69.0,-13.179975533114252,0.0,1,0,Advanced,12,11,3394.8,11138.471557617188,1.5870967741935484
2024,United States,49.2,297058000000.0,131.27366638183594,65.0,26.41719324287853,0.4509106688079659,0.25913589407438614,-0.4442022164231143,2.6202722490686634,361944000000.0,49.2,69.0,-17.927082642618753,0.0,1,0,Advanced,13,12,3198.0,8532.788314819336,1.4057142857142857
2025,United States,49.2,,236.7870635986328,64.0,,0.4509106688079659,0.20846686450676874,0.3928271136090213,,297058000000.0,49.2,65.0,,0.0,1,0,Advanced,14,13,3148.8,15154.3720703125,1.3666666666666667
